codigo,ano,situacao,periodo,genero
EDU0075,2021,DISPENSADO,1,feminino
MAT0151,2021,APROVADO,1,feminino
MAT0151,2021,REPROVADO,1,feminino
MAT0150,2021,APROVADO,1,feminino
MAT0151,2021,REPROVADO,1,feminino
MAT0150,2021,REPROVADO,1,feminino
MAT0151,2021,APROVADO,1,feminino
FISI0274,2021,APROVADO,1,feminino
MAT0151,2021,REPROVADO,1,masculino
MAT0151,2021,APROVADO,1,masculino
FISI0274,2021,REPROVADO,1,feminino
MAT0150,2021,REPROVADO,1,feminino
MAT0151,2021,REPROVADO,1,masculino
MAT0151,2021,APROVADO,1,feminino
FISI0327,2021,APROVADO,1,feminino
MAT0150,2021,APROVADO,1,feminino
MAT0151,2021,APROVADO,1,feminino
MAT0150,2021,REPROVADO,1,masculino
MAT0150,2021,APROVADO,1,masculino
MAT0151,2021,CANCELADO,1,masculino
FISI0327,2021,REPROVADO,1,feminino
MAT0150,2021,APROVADO,1,feminino
FISI0274,2021,APROVADO,1,feminino
MAT0150,2021,REPROVADO,1,masculino
FISI0274,2021,REPROVADO,1,masculino
FISI0327,2021,REPROVADO,1,masculino
MAT0150,2021,REPROVADO,1,feminino
FISI0274,2021,APROVADO,1,masculino
FISI0327,2021,REPROVADO,1,feminino
FISI0274,2021,APROVADO,1,feminino
FISI0274,2021,REPROVADO,1,masculino
FISI0274,2021,APROVADO,1,feminino
FISI0327,2021,APROVADO,1,masculino
MAT0150,2021,CANCELADO,1,masculino
FISI0274,2021,REPROVADO,1,feminino
FISI0327,2021,REPROVADO,1,masculino
FISI0274,2021,CANCELADO,1,masculino
FISI0327,2021,APROVADO,1,feminino
FISI0327,2021,REPROVADO,1,feminino
FISI0327,2021,APROVADO,1,feminino
FISI0327,2021,CANCELADO,1,masculino
MAT0151,2021,CANCELADO,1,feminino
MAT0150,2021,CANCELADO,1,feminino
FISI0274,2021,CANCELADO,1,feminino
MAT0151,2021,CANCELADO,1,feminino
FISI0327,2021,CANCELADO,1,feminino
MAT0150,2021,CANCELADO,1,feminino
FISI0274,2021,CANCELADO,1,feminino
FISI0327,2021,CANCELADO,1,feminino
MAT0151,2021,TRANCADO,1,feminino
MAT0150,2021,REPROVADO,1,feminino
FISI0274,2021,REPROVADO,1,feminino
FISI0327,2021,TRANCADO,1,feminino
MAT0151,2021,TRANCADO,1,feminino
MAT0150,2021,TRANCADO,1,feminino
FISI0274,2021,TRANCADO,1,feminino
FISI0327,2021,TRANCADO,1,feminino
MAT0151,2021,APROVADO,1,masculino
MAT0150,2021,APROVADO,1,masculino
FISI0274,2021,APROVADO,1,masculino
FISI0327,2021,REPROVADO,1,masculino
MAT0151,2021,REPROVADO,1,masculino
MAT0151,2021,APROVADO,1,masculino
MAT0151,2021,APROVADO,1,feminino
MAT0150,2021,APROVADO,1,masculino
MAT0150,2021,APROVADO,1,feminino
MAT0150,2021,REPROVADO,1,masculino
MAT0151,2021,CANCELADO,1,masculino
MAT0151,2021,APROVADO,1,masculino
FISI0274,2021,APROVADO,1,feminino
FISI0274,2021,APROVADO,1,masculino
FISI0274,2021,APROVADO,1,masculino
MAT0150,2021,CANCELADO,1,masculino
FISI0327,2021,APROVADO,1,feminino
MAT0150,2021,APROVADO,1,masculino
FISI0327,2021,REPROVADO,1,masculino
FISI0327,2021,REPROVADO,1,masculino
FISI0274,2021,CANCELADO,1,masculino
FISI0274,2021,APROVADO,1,masculino
FISI0327,2021,CANCELADO,1,masculino
FISI0327,2021,APROVADO,1,masculino
MAT0151,2021,APROVADO,1,feminino
MAT0150,2021,APROVADO,1,feminino
FISI0274,2021,APROVADO,1,feminino
FISI0327,2021,APROVADO,1,feminino
MAT0151,2021,APROVADO,1,feminino
MAT0150,2021,APROVADO,1,feminino
FISI0274,2021,APROVADO,1,feminino
FISI0327,2021,APROVADO,1,feminino
MAT0151,2021,APROVADO,1,feminino
MAT0150,2021,REPROVADO,1,feminino
FISI0274,2021,APROVADO,1,feminino
FISI0327,2021,APROVADO,1,feminino
MAT0151,2021,APROVADO,1,masculino
MAT0151,2021,APROVADO,1,feminino
MAT0150,2021,APROVADO,1,masculino
FISI0274,2021,APROVADO,1,masculino
MAT0150,2021,APROVADO,1,feminino
FISI0274,2021,APROVADO,1,feminino
FISI0327,2021,APROVADO,1,feminino
FISI0327,2021,APROVADO,1,masculino
MAT0151,2021,REPROVADO,1,feminino
MAT0151,2021,APROVADO,1,feminino
MAT0150,2021,REPROVADO,1,feminino
FISI0274,2021,REPROVADO,1,feminino
MAT0150,2021,APROVADO,1,feminino
FISI0327,2021,REPROVADO,1,feminino
MAT0151,2021,APROVADO,1,feminino
FISI0274,2021,APROVADO,1,feminino
MAT0150,2021,APROVADO,1,feminino
MAT0151,2021,CANCELADO,1,feminino
FISI0274,2021,APROVADO,1,feminino
MAT0150,2021,CANCELADO,1,feminino
FISI0327,2021,APROVADO,1,feminino
FISI0274,2021,CANCELADO,1,feminino
FISI0327,2021,APROVADO,1,feminino
FISI0327,2021,CANCELADO,1,feminino
MAT0151,2021,APROVADO,1,feminino
MAT0150,2021,APROVADO,1,feminino
FISI0274,2021,APROVADO,1,feminino
FISI0327,2021,APROVADO,1,feminino
MAT0151,2021,APROVADO,1,masculino
MAT0150,2021,REPROVADO,1,masculino
FISI0274,2021,APROVADO,1,masculino
FISI0327,2021,APROVADO,1,masculino
MAT0151,2021,APROVADO,1,masculino
MAT0150,2021,REPROVADO,1,masculino
FISI0274,2021,APROVADO,1,masculino
FISI0327,2021,APROVADO,1,masculino
MAT0151,2021,REPROVADO,1,masculino
MAT0150,2021,REPROVADO,1,masculino
FISI0274,2021,REPROVADO,1,masculino
FISI0327,2021,REPROVADO,1,masculino
MAT0151,2021,APROVADO,1,masculino
MAT0150,2021,APROVADO,1,masculino
FISI0274,2021,APROVADO,1,masculino
FISI0327,2021,APROVADO,1,masculino
MAT0151,2021,TRANCADO,1,masculino
MAT0150,2021,TRANCADO,1,masculino
FISI0274,2021,TRANCADO,1,masculino
FISI0327,2021,TRANCADO,1,masculino
MAT0151,2021,REPROVADO,1,feminino
MAT0150,2021,REPROVADO,1,feminino
MAT0151,2021,CANCELADO,1,feminino
FISI0274,2021,APROVADO,1,feminino
MAT0150,2021,CANCELADO,1,feminino
FISI0327,2021,APROVADO,1,feminino
FISI0274,2021,CANCELADO,1,feminino
FISI0327,2021,CANCELADO,1,feminino
MAT0151,2021,CANCELADO,1,masculino
MAT0150,2021,CANCELADO,1,masculino
FISI0274,2021,CANCELADO,1,masculino
FISI0327,2021,CANCELADO,1,masculino
MAT0151,2021,TRANCADO,1,feminino
MAT0150,2021,TRANCADO,1,feminino
FISI0274,2021,TRANCADO,1,feminino
FISI0327,2021,TRANCADO,1,feminino
MAT0151,2021,APROVADO,1,feminino
MAT0150,2021,APROVADO,1,feminino
FISI0274,2021,APROVADO,1,feminino
FISI0327,2021,APROVADO,1,feminino
MAT0151,2021,APROVADO,1,feminino
MAT0150,2021,APROVADO,1,feminino
FISI0274,2021,APROVADO,1,feminino
FISI0327,2021,APROVADO,1,feminino
MAT0151,2021,CANCELADO,1,feminino
MAT0150,2021,CANCELADO,1,feminino
FISI0274,2021,CANCELADO,1,feminino
FISI0327,2021,CANCELADO,1,feminino
FISI0289,2021,APROVADO,1,feminino
MAT0150,2021,TRANCADO,1,feminino
QUI0064,2021,APROVADO,1,feminino
PSIC0094,2021,APROVADO,1,feminino
FISOL0012,2021,APROVADO,1,feminino
FISI0289,2021,REPROVADO,1,masculino
FISI0287,2021,DESISTENCIA,1,feminino
PSIC0063,2021,INDEFERIDO,1,feminino
FISOL0012,2021,APROVADO,1,feminino
FISI0289,2021,APROVADO,1,feminino
FISI0312,2021,DESISTENCIA,1,feminino
PSIC0094,2021,APROVADO,1,masculino
FISI0292,2021,REPROVADO,1,masculino
FISI0263,2021,REPROVADO,1,masculino
FISI0294,2021,REPROVADO,1,masculino
FISI0265,2021,APROVADO,1,masculino
FISI0305,2021,REPROVADO,1,masculino
MAT0119,2021,TRANCADO,1,masculino
COMP0480,2021,INDEFERIDO,1,masculino
LETRL0034,2021,APROVADO,1,feminino
QUI0064,2021,APROVADO,1,feminino
QUI0064,2021,DESISTENCIA,1,masculino
MAT0064,2021,REPROVADO,1,masculino
QUI0064,2021,APROVADO,1,feminino
FISI0327,2021,REPROVADO,1,masculino
MAT0150,2021,INDEFERIDO,1,masculino
MAT0152,2021,INDEFERIDO,1,masculino
COMSO0104,2021,INDEFERIDO,1,feminino
COMSO0105,2021,INDEFERIDO,1,feminino
MAT0096,2021,DESISTENCIA,1,masculino
FISI0260,2021,DESISTENCIA,1,masculino
FISI0264,2021,DESISTENCIA,1,masculino
FISI0289,2021,DESISTENCIA,1,masculino
DESIG0047,2021,INDEFERIDO,1,feminino
MAT0155,2021,REPROVADO,1,feminino
FISI0297,2021,REPROVADO,1,masculino
FISI0292,2021,REPROVADO,1,masculino
MAT0152,2021,INDEFERIDO,1,feminino
COMP0334,2021,INDEFERIDO,1,feminino
FISI0264,2021,TRANCADO,1,feminino
ECONO0004,2021,INDEFERIDO,1,feminino
MAT0150,2021,APROVADO,1,feminino
MAT0155,2021,APROVADO,1,feminino
FISI0290,2021,REPROVADO,1,masculino
FISI0263,2021,REPROVADO,1,masculino
MAT0078,2021,INDEFERIDO,1,feminino
FISI0292,2021,TRANCADO,1,feminino
FISI0332,2021,APROVADO,1,feminino
FISI0299,2021,TRANCADO,1,feminino
FISI0292,2021,REPROVADO,1,feminino
FISI0263,2021,APROVADO,1,feminino
MAT0096,2021,APROVADO,1,feminino
FISI0264,2021,APROVADO,1,feminino
FISI0294,2021,REPROVADO,1,feminino
FISI0299,2021,REPROVADO,1,feminino
FISI0294,2021,REPROVADO,1,masculino
FISI0332,2021,TRANCADO,1,masculino
FISI0275,2021,TRANCADO,1,masculino
QUI0064,2021,INDEFERIDO,1,masculino
MAT0151,2021,REPROVADO,1,masculino
COMP0334,2021,INDEFERIDO,1,masculino
FISI0261,2021,APROVADO,1,masculino
FISI0262,2021,APROVADO,1,masculino
FISI0174,2021,REPROVADO,1,masculino
FISI0275,2021,APROVADO,1,masculino
FISI0295,2021,REPROVADO,1,masculino
MAT0152,2021,INDEFERIDO,1,masculino
MAT0096,2021,APROVADO,1,masculino
MAT0153,2021,APROVADO,1,masculino
MAT0155,2021,APROVADO,1,masculino
FISI0329,2021,APROVADO,1,masculino
FISI0264,2021,DESISTENCIA,1,masculino
FISI0261,2021,APROVADO,1,masculino
FISI0289,2021,APROVADO,1,masculino
MAT0153,2021,APROVADO,1,masculino
FISI0327,2021,TRANCADO,1,masculino
FISI0264,2021,TRANCADO,1,masculino
FISI0260,2021,REPROVADO,1,masculino
MAT0155,2021,APROVADO,1,masculino
FISI0289,2021,REPROVADO,1,masculino
FISI0305,2021,APROVADO,1,feminino
FISI0297,2021,REPROVADO,1,feminino
