codigo,ano,situacao,periodo,genero
COMP0334,2023,DISPENSADO,1,masculino
MAT0150,2023,DISPENSADO,1,masculino
MAT0151,2023,DISPENSADO,1,masculino
MAT0078,2023,DISPENSADO,1,masculino
MAT0152,2023,DISPENSADO,1,masculino
FISI0264,2023,DISPENSADO,1,masculino
FISI0260,2023,DISPENSADO,1,masculino
MAT0155,2023,DISPENSADO,1,masculino
MAT0153,2023,DISPENSADO,1,masculino
FISI0261,2023,DISPENSADO,1,masculino
MAT0154,2023,DISPENSADO,1,masculino
MAT0158,2023,DISPENSADO,1,masculino
MAT0096,2023,DISPENSADO,1,masculino
FISI0290,2023,DISPENSADO,1,masculino
FISI0262,2023,DISPENSADO,1,masculino
FISI0289,2023,DISPENSADO,1,masculino
FISI0274,2023,DISPENSADO,1,masculino
MAT0150,2023,DISPENSADO,1,masculino
MAT0151,2023,DISPENSADO,1,masculino
QUI0064,2023,DISPENSADO,1,masculino
FISI0328,2023,DISPENSADO,1,masculino
MAT0152,2023,DISPENSADO,1,masculino
FISI0289,2023,DISPENSADO,1,masculino
FISI0260,2023,DISPENSADO,1,masculino
COMP0334,2023,DISPENSADO,1,masculino
MAT0078,2023,DISPENSADO,1,masculino
MAT0153,2023,DISPENSADO,1,masculino
FISI0261,2023,DISPENSADO,1,masculino
FISI0264,2023,DISPENSADO,1,masculino
MAT0155,2023,DISPENSADO,1,masculino
FISI0330,2023,DISPENSADO,1,masculino
MAT0154,2023,DISPENSADO,1,masculino
MAT0096,2023,DISPENSADO,1,masculino
FISI0305,2023,DISPENSADO,1,masculino
FISI0290,2023,DISPENSADO,1,masculino
FISI0262,2023,DISPENSADO,1,masculino
FISI0294,2023,DISPENSADO,1,masculino
FISI0329,2023,DISPENSADO,1,masculino
FISI0292,2023,DISPENSADO,1,masculino
FISI0263,2023,DISPENSADO,1,masculino
FISI0265,2023,DISPENSADO,1,masculino
FISI0355,2023,DISPENSADO,1,masculino
FISI0331,2023,DISPENSADO,1,masculino
FISI0291,2023,DISPENSADO,1,masculino
FISI0293,2023,DISPENSADO,1,masculino
FISI0274,2023,MATRICULADO,1,masculino
FISI0327,2023,MATRICULADO,1,masculino
FISI0274,2023,MATRICULADO,1,masculino
QUI0064,2023,MATRICULADO,1,masculino
FISI0327,2023,MATRICULADO,1,masculino
FISI0274,2023,CANCELADO,1,masculino
MAT0150,2023,MATRICULADO,1,masculino
FISI0274,2023,MATRICULADO,1,feminino
QUI0064,2023,MATRICULADO,1,masculino
FISI0274,2023,MATRICULADO,1,feminino
MAT0151,2023,MATRICULADO,1,masculino
