codigo,ano,situacao,periodo,genero
MAT0067,2017,DISPENSADO,1,masculino
MAT0064,2017,DISPENSADO,1,masculino
FISI0152,2017,DISPENSADO,1,masculino
FISI0149,2017,DISPENSADO,1,masculino
FISI0262,2017,DISPENSADO,1,masculino
FISI0153,2017,DISPENSADO,1,masculino
FISI0148,2017,DISPENSADO,1,masculino
COMP0208,2017,DISPENSADO,1,masculino
FISI0230,2017,DISPENSADO,1,masculino
MAT0065,2017,DISPENSADO,1,masculino
FISI0148,2017,INDEFERIDO,1,masculino
MAT0078,2017,INDEFERIDO,1,masculino
MAT0064,2017,INDEFERIDO,1,masculino
FISI0165,2017,TRANCADO,1,masculino
EDFIS0138,2017,REPROVADO POR MÉDIA E POR FALTAS,1,masculino
FISI0167,2017,APROVADO,1,masculino
FISI0161,2017,APROVADO,1,masculino
MAT0064,2017,APROVADO,1,feminino
FISI0241,2017,APROVADO,1,feminino
FISI0148,2017,REPROVADO POR MÉDIA E POR FALTAS,1,feminino
COMP0334,2017,REPROVADO,1,masculino
FISI0264,2017,TRANCADO,1,masculino
FISI0148,2017,INDEFERIDO,1,masculino
MAT0066,2017,APROVADO,1,masculino
FISI0230,2017,REPROVADO,1,masculino
FISI0230,2017,APROVADO,1,feminino
QUI0064,2017,INDEFERIDO,1,masculino
MAT0064,2017,REPROVADO POR MÉDIA E POR FALTAS,1,masculino
MAT0078,2017,INDEFERIDO,1,masculino
FISI0230,2017,REPROVADO POR MÉDIA E POR FALTAS,1,feminino
MAT0064,2017,REPROVADO POR MÉDIA E POR FALTAS,1,masculino
MAT0065,2017,REPROVADO,1,masculino
MAT0065,2017,TRANCADO,1,feminino
MAT0064,2017,REPROVADO POR MÉDIA E POR FALTAS,1,masculino
FISI0260,2017,REPROVADO,1,masculino
QUI0064,2017,INDEFERIDO,1,feminino
QUI0064,2017,APROVADO,1,masculino
NGCR0029,2017,APROVADO,1,masculino
FISI0156,2017,APROVADO,1,masculino
MAT0067,2017,APROVADO,1,feminino
PSIC0089,2017,INDEFERIDO,1,masculino
FISI0142,2017,REPROVADO,1,feminino
FISI0233,2017,APROVADO,1,masculino
FISI0148,2017,REPROVADO,1,masculino
FISI0260,2017,APROVADO,1,feminino
COMP0334,2017,DESISTENCIA,1,masculino
QUI0064,2017,INDEFERIDO,1,feminino
FISI0148,2017,REPROVADO,1,masculino
FISI0230,2017,REPROVADO POR MÉDIA E POR FALTAS,1,feminino
MAT0064,2017,REPROVADO,1,feminino
LETR0801,2017,APROVADO,1,feminino
FISI0158,2017,APROVADO,1,feminino
FISI0172,2017,REPROVADO,1,masculino
FISI0261,2017,REPROVADO POR MÉDIA E POR FALTAS,1,masculino
MAT0065,2017,APROVADO,1,masculino
MAT0069,2017,APROVADO,1,masculino
MAT0065,2017,REPROVADO,1,feminino
FISI0236,2017,REPROVADO,1,feminino
FISI0153,2017,INDEFERIDO,1,masculino
COMP0334,2017,TRANCADO,1,masculino
FISI0230,2017,TRANCADO,1,masculino
MAT0096,2017,REPROVADO POR MÉDIA E POR FALTAS,1,masculino
MAT0065,2017,APROVADO,1,masculino
FISI0148,2017,INDEFERIDO,1,masculino
FISI0230,2017,REPROVADO POR MÉDIA E POR FALTAS,1,masculino
MAT0078,2017,REPROVADO,1,feminino
FISI0230,2017,REPROVADO POR MÉDIA E POR FALTAS,1,masculino
MAT0104,2017,INDEFERIDO,1,masculino
COMP0334,2017,APROVADO,1,feminino
FISI0264,2017,APROVADO,1,feminino
FISI0237,2017,APROVADO,1,feminino
MAT0096,2017,REPROVADO,1,masculino
FISI0148,2017,INDEFERIDO,1,masculino
COMP0334,2017,REPROVADO POR MÉDIA E POR FALTAS,1,masculino
MAT0067,2017,INDEFERIDO,1,masculino
FISI0261,2017,INDEFERIDO,1,feminino
FISI0153,2017,APROVADO,1,masculino
FISI0230,2017,APROVADO,1,masculino
FISI0236,2017,TRANCADO,1,feminino
FISI0165,2017,TRANCADO,1,masculino
MAT0069,2017,APROVADO,1,masculino
COMP0334,2017,REPROVADO,1,masculino
MAT0096,2017,APROVADO,1,masculino
FISI0230,2017,REPROVADO POR MÉDIA E POR FALTAS,1,feminino
MAT0067,2017,INDEFERIDO,1,feminino
FISI0230,2017,APROVADO,1,masculino
PSIC0089,2017,INDEFERIDO,1,feminino
FISI0262,2017,APROVADO,1,masculino
FISI0148,2017,INDEFERIDO,1,feminino
MAT0067,2017,REPROVADO POR MÉDIA E POR FALTAS,1,feminino
QUI0064,2017,REPROVADO POR MÉDIA E POR FALTAS,1,masculino
FISI0236,2017,REPROVADO POR MÉDIA E POR FALTAS,1,feminino
FISI0234,2017,APROVADO,1,masculino
COMP0334,2017,REPROVADO POR MÉDIA E POR FALTAS,1,masculino
MAT0064,2017,REPROVADO,1,masculino
MAT0065,2017,TRANCADO,1,masculino
FISI0172,2017,APROVADO,1,masculino
FISI0264,2017,REPROVADO POR MÉDIA E POR FALTAS,1,feminino
COMP0334,2017,REPROVADO POR MÉDIA E POR FALTAS,1,feminino
FISI0173,2017,APROVADO,1,masculino
FISI0230,2017,REPROVADO POR MÉDIA E POR FALTAS,1,masculino
MAT0070,2017,APROVADO,1,feminino
MAT0065,2017,APROVADO,1,masculino
COMP0334,2017,REPROVADO,1,masculino
FISI0172,2017,TRANCADO,1,feminino
MAT0064,2017,APROVADO,1,masculino
FISI0261,2017,APROVADO,1,feminino
DESIG0001,2017,INDEFERIDO,1,feminino
FISI0148,2017,REPROVADO,1,masculino
COMP0334,2017,TRANCADO,1,masculino
QUI0064,2017,INDEFERIDO,1,masculino
FISI0264,2017,APROVADO,1,feminino
MAT0067,2017,REPROVADO POR MÉDIA E POR FALTAS,1,masculino
QUI0064,2017,REPROVADO POR MÉDIA E POR FALTAS,1,masculino
MAT0065,2017,TRANCADO,1,masculino
FISI0148,2017,REPROVADO,1,feminino
MAT0096,2017,REPROVADO POR MÉDIA E POR FALTAS,1,masculino
MAT0064,2017,INDEFERIDO,1,masculino
MAT0067,2017,APROVADO,1,feminino
FISI0179,2017,REPROVADO POR MÉDIA E POR FALTAS,1,masculino
FISI0236,2017,REPROVADO,1,feminino
QUI0219,2017,APROVADO,1,masculino
FISI0148,2017,TRANCADO,1,masculino
MAT0065,2017,REPROVADO,1,feminino
FISI0148,2017,INDEFERIDO,1,masculino
FISI0230,2017,APROVADO,1,masculino
FISI0241,2017,APROVADO,1,masculino
MAT0064,2017,REPROVADO POR MÉDIA E POR FALTAS,1,masculino
MAT0065,2017,REPROVADO,1,feminino
FISI0230,2017,REPROVADO POR MÉDIA E POR FALTAS,1,masculino
FISI0148,2017,REPROVADO,1,masculino
FISI0264,2017,APROVADO,1,masculino
FISI0237,2017,APROVADO,1,feminino
QUI0064,2017,INDEFERIDO,1,feminino
COMP0334,2017,APROVADO,1,masculino
MAT0066,2017,REPROVADO POR MÉDIA E POR FALTAS,1,masculino
FISI0264,2017,APROVADO,1,masculino
QUI0064,2017,TRANCADO,1,masculino
FISI0230,2017,REPROVADO POR MÉDIA E POR FALTAS,1,masculino
FISI0165,2017,REPROVADO POR MÉDIA E POR FALTAS,1,masculino
FISI0167,2017,APROVADO,1,feminino
ENCIV0105,2017,APROVADO,1,feminino
MAT0066,2017,APROVADO,1,masculino
QUI0064,2017,INDEFERIDO,1,masculino
LETR0801,2017,APROVADO,1,masculino
LETR0801,2017,APROVADO,1,feminino
FISI0237,2017,REPROVADO,1,masculino
MAT0096,2017,REPROVADO POR MÉDIA E POR FALTAS,1,feminino
FISI0230,2017,REPROVADO,1,masculino
FISI0162,2017,APROVADO,1,masculino
MAT0067,2017,REPROVADO,1,masculino
FISI0264,2017,APROVADO,1,masculino
MAT0096,2017,APROVADO,1,masculino
FISI0260,2017,INDEFERIDO,1,masculino
COMP0197,2017,INDEFERIDO,1,masculino
QUI0064,2017,REPROVADO,1,masculino
MAT0067,2017,APROVADO,1,masculino
MAT0067,2017,INDEFERIDO,1,masculino
FISI0153,2017,INDEFERIDO,1,feminino
FISI0230,2017,REPROVADO POR MÉDIA E POR FALTAS,1,masculino
MAT0067,2017,REPROVADO,1,masculino
FISI0148,2017,REPROVADO,1,feminino
QUI0064,2017,REPROVADO POR MÉDIA E POR FALTAS,1,feminino
QUI0064,2017,REPROVADO POR MÉDIA E POR FALTAS,1,feminino
FISI0233,2017,APROVADO,1,feminino
MAT0067,2017,TRANCADO,1,masculino
FISI0230,2017,REPROVADO POR MÉDIA E POR FALTAS,1,masculino
FISI0157,2017,APROVADO,1,masculino
MAT0064,2017,INDEFERIDO,1,masculino
MAT0096,2017,TRANCADO,1,masculino
FISI0161,2017,APROVADO,1,feminino
FISI0173,2017,TRANCADO,1,feminino
MAT0078,2017,TRANCADO,1,feminino
MAT0065,2017,REPROVADO,1,masculino
COMP0334,2017,REPROVADO POR MÉDIA E POR FALTAS,1,masculino
MAT0064,2017,REPROVADO,1,feminino
FISI0154,2017,INDEFERIDO,1,feminino
FISI0148,2017,TRANCADO,1,masculino
FISOL0001,2017,INDEFERIDO,1,feminino
MAT0078,2017,REPROVADO POR MÉDIA E POR FALTAS,1,feminino
MAT0067,2017,INDEFERIDO,1,masculino
FISI0148,2017,INDEFERIDO,1,feminino
FISI0230,2017,APROVADO,1,feminino
FISI0262,2017,INDEFERIDO,1,feminino
FISI0156,2017,REPROVADO,1,masculino
MAT0066,2017,INDEFERIDO,1,masculino
MAT0067,2017,APROVADO,1,feminino
MAT0065,2017,APROVADO,1,masculino
MAT0064,2017,REPROVADO,1,masculino
QUI0064,2017,INDEFERIDO,1,masculino
FISI0236,2017,APROVADO,1,masculino
COMP0334,2017,REPROVADO,1,feminino
MAT0064,2017,INDEFERIDO,1,masculino
QUI0064,2017,TRANCADO,1,masculino
FISI0172,2017,TRANCADO,1,masculino
FISI0233,2017,APROVADO,1,masculino
MAT0065,2017,APROVADO,1,masculino
FISI0261,2017,REPROVADO POR MÉDIA E POR FALTAS,1,masculino
FISI0230,2017,REPROVADO POR MÉDIA E POR FALTAS,1,masculino
MAT0069,2017,TRANCADO,1,feminino
COMP0334,2017,REPROVADO POR MÉDIA E POR FALTAS,1,feminino
FISI0262,2017,INDEFERIDO,1,feminino
FISI0260,2017,REPROVADO,1,masculino
MAT0064,2017,APROVADO,1,masculino
FISI0260,2017,APROVADO,1,masculino
MAT0064,2017,REPROVADO POR MÉDIA E POR FALTAS,1,masculino
LETR0801,2017,APROVADO,1,feminino
FISI0260,2017,REPROVADO POR MÉDIA E POR FALTAS,1,masculino
MAT0067,2017,APROVADO,1,masculino
COMP0334,2017,REPROVADO POR MÉDIA E POR FALTAS,1,feminino
FISI0230,2017,REPROVADO,1,masculino
FISI0148,2017,APROVADO,1,masculino
FISI0260,2017,REPROVADO POR MÉDIA E POR FALTAS,1,feminino
FISI0148,2017,REPROVADO POR MÉDIA E POR FALTAS,1,masculino
MAT0064,2017,REPROVADO,1,feminino
BIOL0088,2017,INDEFERIDO,1,masculino
MAT0067,2017,APROVADO,1,masculino
FISI0230,2017,REPROVADO POR MÉDIA E POR FALTAS,1,masculino
QUI0064,2017,TRANCADO,1,masculino
FISI0264,2017,APROVADO,1,feminino
MAT0096,2017,APROVADO,1,feminino
